Reference id,3
Destination id,3

Within radius,0
Past rmax,0.999531
0,0.188917
20,0.699338
40,1.05272
60,1.06854
80,1.03549
100,1.05447
120,1.10664
140,1.05267
160,1.06182
180,1.05468
200,1.05822
220,1.01496
240,1.03098
260,1.05561
280,1.04789
300,1.0622
320,1.06283
340,1.06689
360,1.04757
380,1.04883
400,1.06278
420,1.02848
440,1.06402
460,1.05582
480,1.07247
