Points id,3
Min,1
Max,17
diff,1
# points,4750
Dependent category ids, 

1,0.0648422
2,0.0467369
3,0.0456842
4,0.0511579
5,0.0513685
6,0.0488421
7,0.0564211
8,0.0663158
9,0.0564211
10,0.0642106
11,0.0618948
12,0.0625264
13,0.0734736
14,0.0677895
15,0.0751578
16,0.0781052
17,0.0290526
