Reference id,5
Destination id,2

Within radius,0
Past rmax,0.999982
0,0.654566
20,1.06702
40,1.04222
60,1.01224
80,0.9936
100,1.00318
120,0.995588
140,0.997596
160,0.992594
180,0.997561
200,0.99034
220,0.987845
240,0.987618
260,0.989668
280,0.990283
300,0.993184
320,0.995789
340,0.989801
360,0.992077
380,0.999305
400,0.997259
420,0.997998
440,0.99673
460,0.999479
480,1.00213
